Size,Number of rooms,Location,Distance of the center,Years of construction,Date,Country,Build quality,Price final
0.500605459,0.781054301,0.477066652,0.630923299,0.038843308,07/04/2011,Netherlands,8,579783
0.735256483,0.313567781,0.294251774,0.414571981,0.117691425,27/05/1994,Poland,1,535732
0.280636476,0.772451659,0.961516378,0.857065762,0.414250906,01/10/1998,Mauritania,2,432865
0.258784448,0.11583742,0.828122038,0.777419858,0.470735152,12/11/1998,Luxembourg,4,383810
0.530525689,0.63116732,0.525719517,0.099549383,0.639018386,31/12/2005,Norfolk Island,9,387963
0.362913163,0.621837883,0.558793971,0.095007903,0.634128134,11/01/1998,Jamaica,3,983792
0.300838527,0.49726973,0.144877825,0.091942175,0.754801059,21/07/2019,Guyana,6,706433
0.381152359,0.718917734,0.566519203,0.457583461,0.984201208,13/03/1994,Eritrea,7,162713
0.082687856,0.271809537,0.292856259,0.223472336,0.29630983,14/03/2018,Wallis and Futuna,8,149283
0.64477781,0.798061157,0.487829903,0.567939504,0.069262546,26/12/2017,Philippines,7,565725
0.992785648,0.782847384,0.196759162,0.024518768,0.039492957,04/10/2013,Reunion,3,970368
0.21324666,0.642695118,0.138318881,0.706539712,0.147076042,09/12/1994,Equatorial Guinea,6,831688
0.276659304,0.709884392,0.561649711,0.100801848,0.834466669,31/12/2012,Algeria,5,702928
0.399040527,0.882011365,0.325610487,0.279453916,0.210564961,06/03/2003,Uzbekistan,10,303991
0.474191243,0.009999022,0.959099323,0.833200001,0.652752859,08/05/2007,Bhutan,4,347710
0.438034867,0.223649916,0.936999388,0.73352789,0.689548034,27/08/2009,Turkey,1,765800
0.043674012,0.258312978,0.575616836,0.21840187,0.599892909,29/12/2006,Azerbaijan,7,878785
0.757377102,0.433485235,0.716785697,0.063364762,0.364649508,28/03/2005,El Salvador,8,757832
0.416742221,0.551152533,0.965977586,0.454960251,0.235773001,03/10/1995,American Samoa,2,620955
0.054347672,0.238645522,0.856577095,0.939322921,0.665527781,10/08/2006,Andorra,7,368137
0.505428586,0.934127606,0.946814821,0.430591642,0.321153545,06/06/2023,Cote d'Ivoire,6,456820
0.172057679,0.683890561,0.259844716,0.83012447,0.247298563,03/12/2000,Guadeloupe,5,300765
0.652664874,0.113367457,0.274857825,0.016534799,0.590324607,19/02/2022,Ethiopia,4,762908
0.634085339,0.851284363,0.254489244,0.538251731,0.13520359,22/06/2020,Togo,2,808784
0.711887691,0.146977718,0.696312584,0.093649007,0.679685112,22/05/2005,Sweden,10,550889
0.830007702,0.639484813,0.787646304,0.718830055,0.473292859,26/10/1997,Nigeria,6,729919
0.804290637,0.924087561,0.913677391,0.99855994,0.27880647,17/03/2003,Saint Pierre and Miquelon,5,948888
0.34250996,0.457271387,0.36285894,0.855049818,0.542670431,29/06/2017,Faroe Islands,2,600484
0.394694658,0.286380476,0.971458775,0.445419434,0.409734887,24/03/2018,Holy See (Vatican City State),10,692493
0.920345569,0.754340685,0.347053387,0.301814608,0.68456794,05/10/2018,Senegal,7,481679
0.794450136,0.635904101,0.21886763,0.669499393,0.309472795,18/12/2022,Egypt,6,298020
0.506769483,0.941353931,0.948426645,0.546386512,0.8685295,21/06/1997,Guadeloupe,9,112929
0.038176554,0.74509858,0.63723458,0.367147678,0.14697558,27/02/1997,Serbia,10,684254
0.627260822,0.016626348,0.869773501,0.609804316,0.158006909,22/12/1999,Wallis and Futuna,5,908099
0.530819317,0.139954182,0.254723614,0.690471985,0.350139441,02/01/2004,Lithuania,9,716991
0.20582086,0.674280594,0.921842643,0.05431,0.49238237,06/04/2022,Spain,9,758453
0.423334401,0.290373803,0.754474906,0.89523596,0.989845883,18/05/2004,Oman,1,188140
0.72363767,0.830839455,0.872884318,0.604188871,0.960332558,04/10/2015,Iraq,5,208357
0.299698849,0.398802948,0.750882425,0.020232347,0.017360664,01/01/1996,Indonesia,9,123102
0.989160786,0.2579394,0.457475987,0.028997078,0.930483574,31/08/2019,Bangladesh,7,830875
0.200296774,0.908912107,0.330666327,0.476792976,0.710955562,12/03/2022,Peru,6,202907
0.019453734,0.321669927,0.511583678,0.873379948,0.180953157,11/09/1994,Panama,6,293051
0.487709633,0.704847672,0.909903052,0.12908223,0.470203525,27/04/2012,Malta,7,746444
0.848593371,0.889729361,0.071039618,0.480929353,0.961863796,19/03/1996,Tuvalu,1,372543
0.506057348,0.133169766,0.859901153,0.762783015,0.849570488,07/04/2009,Afghanistan,4,489544
0.327066244,0.063166343,0.774833432,0.971677399,0.285953256,01/10/2018,El Salvador,1,755990
0.426587618,0.375716149,0.884877012,0.790275296,0.880562302,30/03/1996,United Kingdom,6,488894
0.643336811,0.466141342,0.082921394,0.44627815,0.362579241,01/03/2023,Mali,4,144125
0.527298519,0.216002783,0.274817284,0.203194242,0.736395128,03/02/1998,South Georgia and the South Sandwich Islands,1,158557
0.863662772,0.730240882,0.306200311,0.524923098,0.609976797,21/02/1995,Cyprus,9,953555
0.655739478,0.32051935,0.123302279,0.060090214,0.291828691,25/06/2017,Hungary,4,699573
0.738872802,0.407243637,0.468115887,0.213024495,0.697286937,01/06/2005,Anguilla,6,749522
0.11555741,0.017143322,0.866173063,0.705313661,0.846391674,11/11/2016,Heard Island and McDonald Islands,7,834020
0.387852285,0.328648617,0.590325115,0.218465624,0.728982261,08/11/2016,Georgia,8,135695
0.285275885,0.359750199,0.311436437,0.361323793,0.015925415,05/11/2016,Honduras,9,380296
0.482408752,0.141189454,0.946953487,0.184427186,0.577930967,02/12/1995,New Caledonia,9,456345
0.435738028,0.041011132,0.633806262,0.925676761,0.869529991,30/07/2023,Bermuda,8,530867
0.58762533,0.196673219,0.627692264,0.801174552,0.20352283,26/08/2021,Vietnam,10,646232
0.217693684,0.066915104,0.286506522,0.473445887,0.478556006,27/10/2022,Liberia,3,914092
0.678305644,0.774822154,0.107771163,0.665920264,0.916327748,14/03/2009,Gabon,2,985813
0.582661356,0.235772725,0.824761862,0.006550994,0.929141387,17/09/2014,Grenada,5,259725
0.740136031,0.942197484,0.82185851,0.567777592,0.126053647,12/07/2009,Tuvalu,1,815394
0.851212844,0.419724495,0.473118903,0.68429216,0.439318544,02/02/1998,Maldives,3,452594
0.649983526,0.198667401,0.802789935,0.816553429,0.247055117,21/11/2007,Cambodia,1,706839
0.493205068,0.319327657,0.673384847,0.521253437,0.671171209,18/01/1996,Ethiopia,3,461628
0.883190928,0.583673436,0.688831249,0.950246094,0.88646747,18/12/2016,Egypt,4,100962
0.980027922,0.78875408,0.128686555,0.620215512,0.652778366,11/04/1997,Sudan,7,504773
0.92316646,0.2954195,0.807430942,0.643483172,0.67453759,17/03/2021,Antigua and Barbuda,5,327470
0.636694093,0.524094232,0.490537626,0.306907709,0.202139121,26/03/2003,Turks and Caicos Islands,5,624536
0.167379212,0.851185266,0.07995546,0.153362255,0.091061752,11/08/1995,Egypt,1,324164
0.005989672,0.612414441,0.713492701,0.177674165,0.348805119,06/05/1995,Germany,8,438028
0.394105098,0.528584489,0.77642031,0.493261919,0.725605773,25/05/2014,Korea,4,282824
0.090705571,0.978219113,0.086966008,0.636107167,0.023133319,12/09/2003,Haiti,10,708125
0.089993145,0.284919389,0.24163072,0.136818739,0.579201205,21/04/1995,Afghanistan,5,908112
0.290399028,0.864573091,0.967514774,0.312165798,0.937192666,21/07/2000,Paraguay,2,863452
0.480395605,0.731134044,0.260630247,0.240350594,0.629522322,30/04/2010,Romania,1,871143
0.902515889,0.290663496,0.750967881,0.578418308,0.572230642,08/06/1998,Bulgaria,9,633739
0.560167936,0.42841787,0.620068073,0.119661343,0.420025741,23/09/1994,Tajikistan,2,839537
0.721298275,0.174616608,0.611544121,0.090328502,0.595995976,07/10/2009,Panama,6,365394
0.624914227,0.653136373,0.418054433,0.384991097,0.444950106,18/05/2009,Western Sahara,1,983373
0.904581247,0.29073249,0.431071523,0.645999112,0.767198682,03/10/2003,Heard Island and McDonald Islands,1,101180
0.143399103,0.743909854,0.135943146,0.750097441,0.945746693,20/07/2002,Spain,9,551939
0.110915265,0.919318125,0.470375121,0.537662342,0.153084287,26/08/1998,Zimbabwe,4,407715
0.602253301,0.569418292,0.065404827,0.996439827,0.550056112,09/01/2008,South Africa,9,395336
0.392432963,0.670101062,0.223432023,0.92226598,0.040939595,02/02/2016,Latvia,5,596006
0.544197733,0.341502335,0.141144351,0.059814805,0.295494974,21/05/2003,Venezuela,7,235588
0.979477622,0.791603668,0.011802325,0.549676258,0.395861316,20/03/2014,Australia,1,124034
0.851149019,0.685628701,0.29069392,0.515624019,0.48698063,24/10/2019,Ghana,6,202846
0.631664095,0.107334152,0.089165174,0.029664743,0.592310013,19/09/2008,United Arab Emirates,8,780746
0.46097637,0.318881865,0.733261354,0.33529261,0.034729423,05/01/2013,Saint Vincent and the Grenadines,1,831759
0.044238271,0.759714531,0.573140388,0.348985309,0.416794278,03/12/2002,Israel,9,224875
0.419072763,0.151285667,0.189969856,0.368720094,0.523997466,24/10/2015,United Arab Emirates,3,949243
0.072951756,0.079839295,0.205680518,0.87601306,0.111549693,19/05/2010,Martinique,1,333051
0.104963489,0.596699567,0.769086222,0.803189681,0.028999407,17/08/2005,Guatemala,1,529420
0.889305191,0.464842009,0.41573306,0.206805305,0.196217875,15/11/2010,Georgia,6,855730
0.042066493,0.265910754,0.366522954,0.388225695,0.19175309,04/11/1994,Finland,6,660243
0.497261985,0.753622674,0.224768368,0.85481402,0.411930697,13/12/2010,Lesotho,1,556562
0.48074079,0.607050432,0.916632417,0.572331222,0.266182477,23/11/2008,Iran,3,507914
0.81293534,0.739619859,0.128946692,0.194335383,0.702989222,11/12/2012,North Macedonia,7,556522
0.693453245,0.588630657,0.988325394,0.874425246,0.120641626,23/11/1997,Malaysia,10,155641
0.871924643,0.514287656,0.857624094,0.854359815,0.553935508,17/05/1998,Bahrain,3,659012
0.157251842,0.738903066,0.890397237,0.559989152,0.736845114,26/08/2016,Western Sahara,3,742534
0.577073499,0.255631239,0.765319278,0.416851684,0.059938843,15/10/1998,Gambia,3,693996
0.799222547,0.171468435,0.902998543,0.888295437,0.888370404,27/04/2008,Palestinian Territory,7,151916
0.362211827,0.880773012,0.381418713,0.566105627,0.971111397,16/03/1999,Liechtenstein,4,453508
0.459099683,0.757427464,0.798660573,0.683131543,0.999304603,23/04/2016,Namibia,4,935920
0.216910372,0.627216475,0.817151508,0.649571558,0.273611853,12/12/2010,Benin,3,123021
0.905417696,0.656993217,0.424353791,0.864823531,0.298669114,12/04/2017,United States Virgin Islands,10,824905
0.785013635,0.200606277,0.655841071,0.659737819,0.931123445,23/12/2020,Liechtenstein,9,475179
0.598718204,0.126912878,0.455066913,0.150105943,0.787798646,16/12/2007,Bolivia,2,645318
0.283128885,0.257169481,0.987541406,0.832932811,0.449135219,24/04/2022,Tuvalu,4,282207
0.409294798,0.028001165,0.91352472,0.226840705,0.724737058,08/03/1998,Serbia,8,774192
0.656775077,0.068759983,0.560420126,0.296558122,0.567873654,20/07/1997,Palau,6,695157
0.437153981,0.847002935,0.121005177,0.74919001,0.551919819,01/09/2008,Pakistan,7,218992
0.863806931,0.902673663,0.623556344,0.988103413,0.301986163,22/02/2020,Nigeria,7,666905
0.180697702,0.03427555,0.703430293,0.773181578,0.011740703,20/08/2023,Spain,2,992414
0.633973462,0.787856817,0.718539206,0.762022069,0.712660002,17/11/2004,Kuwait,4,789755
0.545987603,0.822297918,0.612198667,0.145895619,0.865891821,20/08/2011,Israel,10,350413
0.37556339,0.569822289,0.393784214,0.592322257,0.560981569,28/03/2015,Central African Republic,10,359205
0.319177837,0.861944573,0.532285385,0.04575466,0.294525491,31/01/2008,Ethiopia,6,289528
0.194673978,0.998232042,0.625918993,0.327116174,0.392600707,10/10/2018,South Africa,3,958936
0.241095972,0.343685786,0.530179086,0.157700588,0.050978178,30/01/1995,Saint Kitts and Nevis,9,173668
0.927103622,0.832319444,0.170416411,0.048780906,0.527883997,08/01/2017,American Samoa,4,284448
0.270563235,0.338138808,0.967590785,0.426748993,0.648248696,12/09/2023,Monaco,10,239506
0.837688519,0.648920477,0.931719526,0.207740188,0.536552692,27/06/2017,Serbia,2,932034
0.772041623,0.612702109,0.103922649,0.988835563,0.083726337,08/04/1996,Cocos (Keeling) Islands,6,698743
0.414200997,0.860881327,0.349505699,0.822942031,0.593347021,24/06/2011,Somalia,1,505489
0.261055607,0.017194647,0.620774543,0.454451234,0.337204634,13/01/1999,Christmas Island,6,367935
0.675733702,0.859723639,0.351554934,0.541179527,0.598155501,27/06/2004,New Caledonia,10,905838
0.665760475,0.876280933,0.806761846,0.869330645,0.996889798,01/08/2010,Bulgaria,1,273035
0.561322709,0.585984378,0.28951514,0.84879908,0.789208721,25/06/2012,Somalia,8,295574
0.308941101,0.97472293,0.209572022,0.090655923,0.010255128,02/05/2003,Malta,5,545573
0.309162564,0.929931297,0.31307301,0.659270523,0.98536149,28/03/2005,New Caledonia,6,769557
0.762651377,0.812504055,0.568689216,0.777624573,0.610006062,17/04/2001,Denmark,2,584660
0.820739843,0.39595747,0.041478812,0.926050516,0.782347122,22/05/2022,Kazakhstan,2,714651
0.874068783,0.468887367,0.910369354,0.692128896,0.425650325,15/07/1998,Lao People's Democratic Republic,9,648694
0.708924543,0.904057558,0.885309911,0.258646097,0.075063608,30/04/2011,China,3,742905
0.317424151,0.667417549,0.746603717,0.733528751,0.817222932,21/11/1996,Guadeloupe,6,446734
0.338471617,0.367101841,0.632047085,0.225397256,0.677837407,01/11/2000,Gabon,10,230942
0.817800585,0.900219114,0.408218054,0.807048258,0.465074235,27/05/2006,Romania,5,858859
0.294513156,0.170725103,0.121193519,0.397716476,0.74602686,30/06/1998,Dominica,4,348549
0.428003647,0.037789519,0.17837041,0.195327203,0.503794791,07/06/2022,Burkina Faso,10,286391
0.033669181,0.000428535,0.900590804,0.822130088,0.962991119,28/12/2013,Afghanistan,2,465146
0.123186294,0.575673114,0.790809355,0.869335238,0.870099722,26/03/2023,Burkina Faso,8,463037
0.148443267,0.644060811,0.070019593,0.870602128,0.807806897,10/05/1995,Benin,10,855388
0.633163456,0.906110022,0.534833124,0.051716074,0.683422638,11/05/2007,Tunisia,7,823249
0.23928637,0.860454349,0.588093045,0.745202679,0.150408031,15/02/2003,Bouvet Island (Bouvetoya),2,162629
0.02554024,0.728589482,0.979130358,0.727859095,0.084052484,18/11/1998,Austria,6,276856
0.161303996,0.98087935,0.62361895,0.982059145,0.63016429,25/09/2008,Austria,8,911883
0.803816962,0.878409838,0.752078562,0.459448885,0.2538555,11/02/1998,Andorra,7,745642
0.863059891,0.362305649,0.423261566,0.294243084,0.622037047,03/02/2009,Chile,1,277731
0.476044676,0.220122408,0.445758844,0.735197948,0.453743717,11/12/2008,Cameroon,5,391061
0.713024001,0.996837679,0.076569448,0.750388878,0.732695277,21/05/2016,Togo,2,371935
0.845237151,0.511669648,0.220444725,0.186425129,0.127642792,13/02/2004,Finland,6,894719
0.634902186,0.124685777,0.921642886,0.053787848,0.409084054,21/04/2014,Czech Republic,7,898254
0.843100951,0.945182462,0.267882009,0.382483189,0.633910904,26/07/2022,Mozambique,7,552376
0.272086885,0.802018362,0.901990152,0.008356437,0.005067562,15/07/2018,Liberia,3,848299
0.088274648,0.356450925,0.567262067,0.625224631,0.163165303,29/03/2002,Venezuela,7,342747
0.525187101,0.540908936,0.062255832,0.752151654,0.080561394,03/10/2011,Norway,5,933829
0.211479615,0.482157983,0.286443473,0.709617359,0.533634135,16/05/2006,Mongolia,8,219430
0.136261932,0.002749779,0.146261869,0.004296843,0.987964936,31/05/1999,Sri Lanka,8,477455
0.933222047,0.127538569,0.027635263,0.682594004,0.617834456,09/11/2015,Northern Mariana Islands,7,221237
0.552502827,0.564628454,0.256593347,0.360042721,0.348427094,25/11/2007,Serbia,6,137816
0.623117633,0.373884516,0.084879025,0.925779938,0.078693388,11/06/2007,Jordan,2,747161
0.277634876,0.290260396,0.801587444,0.286897663,0.631057418,31/10/2003,El Salvador,6,109953
0.259952738,0.5375489,0.568318141,0.239912277,0.590987362,29/05/2007,Somalia,9,202364
0.933698489,0.234606934,0.117903108,0.34967295,0.892588438,10/12/2017,Bangladesh,2,899808
0.624278777,0.815674825,0.905083994,0.991857218,0.845270956,31/01/2020,Martinique,1,665397
0.854255693,0.976072419,0.059520208,0.339859859,0.6508797,04/10/2002,India,5,437908
0.899471843,0.304238972,0.255765951,0.571617962,0.844695479,24/12/1997,Slovakia (Slovak Republic),6,612206
0.447965462,0.099002199,0.173864134,0.43632577,0.114424552,04/01/2022,Guadeloupe,3,305511
0.343250373,0.159063087,0.513017721,0.79836167,0.749280989,30/09/2006,Cape Verde,8,933833
0.631506821,0.243570872,0.771898444,0.500056568,0.47262127,01/07/2002,New Caledonia,7,376554
0.207506612,0.945510797,0.237962623,0.038590887,0.422585602,18/12/1995,Vanuatu,2,397144
0.258257219,0.250570841,0.532506762,0.756490714,0.414092098,14/11/2013,Antarctica (the territory South of 60 deg S),7,135230
0.917577583,0.940625229,0.579727173,0.880756356,0.98769797,09/12/1997,Germany,1,881554
0.33604203,0.612351344,0.381094396,0.50992535,0.229713076,05/12/2005,Tokelau,9,207647
0.914024359,0.868911491,0.810391986,0.937049956,0.805727077,14/11/2015,Chile,7,344143
0.503801848,0.005454917,0.948915343,0.856163908,0.821062524,31/12/2004,Marshall Islands,6,989063
0.711117527,0.648130866,0.823268548,0.509444489,0.151373846,28/08/2019,Austria,2,235006
0.957947921,0.089774647,0.586774124,0.636479194,0.999897919,23/02/2005,Uzbekistan,3,857985
0.4727932,0.357505136,0.917852086,0.52412377,0.901795225,02/10/2000,United States Virgin Islands,1,320234
0.54151834,0.987143684,0.628476603,0.05502156,0.033760062,31/05/1996,Saint Helena,10,158378
0.104562578,0.753443975,0.758262939,0.184696791,0.851109548,18/01/1995,Lebanon,5,532281
0.60241461,0.856484254,0.753400106,0.000331096,0.060741764,07/05/2005,Gabon,9,146129
0.595932431,0.968001765,0.38848787,0.178863603,0.340037569,28/08/1998,Hungary,6,971128
0.266004155,0.133429556,0.3329947,0.797731809,0.400689128,24/03/2009,Paraguay,5,740007
0.075363799,0.234022371,0.819821128,0.688023289,0.08216115,01/03/2000,Hong Kong,3,614588
0.28181555,0.659938925,0.16507638,0.118091565,0.512387058,18/03/2014,Sao Tome and Principe,5,545288
0.174092886,0.261179716,0.038472826,0.31207125,0.383235507,30/08/2022,San Marino,8,417175
0.858817963,0.738833523,0.198563747,0.130668731,0.924376195,07/08/1994,Greece,2,926303
0.65171498,0.730197006,0.194853959,0.793087926,0.403287889,20/11/2012,Chad,5,363231
0.276939011,0.269685966,0.078458488,0.396305718,0.610131457,15/10/2013,Italy,6,421926
0.975290467,0.145476298,0.525208301,0.301762008,0.39354615,29/12/2006,Paraguay,10,496919
0.377478833,0.357053334,0.077094572,0.388439914,0.988493653,07/07/2013,Pitcairn Islands,8,158946
0.761206232,0.890177506,0.662406747,0.360158524,0.404044126,09/01/1996,Djibouti,8,511297
0.537239778,0.1854155,0.66808577,0.758212192,0.587887553,28/09/2019,Uganda,5,700071
0.201892314,0.218621731,0.136844199,0.759597884,0.544582908,10/10/2010,Marshall Islands,9,623810
0.858293257,0.451843367,0.830500545,0.935982784,0.266592448,31/05/1999,Saudi Arabia,4,439058
0.609739767,0.435648023,0.596288166,0.74690894,0.274647373,20/01/1999,Cayman Islands,9,892348
0.727295418,0.111205971,0.323443899,0.833747947,0.885156682,13/02/2020,Nauru,7,590086
0.238943202,0.665215622,0.189071701,0.240580445,0.928732439,02/12/2010,South Africa,6,665360
0.058331172,0.222763736,0.353940726,0.108554537,0.034577545,09/12/1997,Singapore,4,350199
0.806786151,0.337971354,0.310954839,0.011388113,0.616971727,13/05/2023,Syrian Arab Republic,2,466288
0.005672608,0.866030715,0.277549082,0.525946192,0.658966348,07/12/2007,Jamaica,8,570208
0.200614857,0.757450838,0.568866111,0.322052569,0.692331131,26/08/2016,Isle of Man,6,312516
0.198141275,0.360564004,0.554026526,0.458731283,0.570980917,22/06/2002,Luxembourg,3,987038
0.114544276,0.363101332,0.41966094,0.720868451,0.291826686,23/11/2005,Reunion,7,421408
0.284523694,0.975763483,0.267272525,0.529984612,0.841224797,10/10/2007,Iran,10,318279
0.489093309,0.617878236,0.125293018,0.107242657,0.08183856,13/09/2023,Chad,7,519763
0.924634989,0.808507092,0.374193112,0.571330971,0.99987387,22/07/2003,Mexico,6,821539
0.002158751,0.384465695,0.026947626,0.761344105,0.608683515,20/06/2008,British Indian Ocean Territory (Chagos Archipelago),2,716412
0.985223915,0.32252306,0.139587483,0.026412879,0.871004547,22/05/2023,Jersey,8,310518
0.597052778,0.401024009,0.87081975,0.10196984,0.595290836,21/11/2007,Malawi,1,345325
0.071571806,0.782725846,0.795616111,0.261834614,0.301048433,18/11/1997,Guernsey,1,320527
0.030466362,0.818091393,0.970818058,0.41069879,0.752163065,20/02/2011,Tonga,6,376433
0.453461356,0.620861396,0.174103709,0.506618249,0.335780315,26/09/2018,French Southern Territories,5,681379
0.501519711,0.907654877,0.860652931,0.917688646,0.24446804,03/12/2022,Barbados,9,626223
0.962274068,0.260573586,0.331760653,0.009220324,0.922490223,26/01/2003,Gibraltar,7,524505
0.143972945,0.645714462,0.095935375,0.145190468,0.506126187,01/09/2022,Lithuania,2,985775
0.69386707,0.461161078,0.049678651,0.048011789,0.960457414,15/07/2016,France,7,589442
0.389296467,0.502963063,0.880436444,0.676002577,0.77832265,01/03/1995,Israel,3,280490
0.068247596,0.072127568,0.869572701,0.507030395,0.108960973,10/07/1994,Yemen,1,703855
0.170586426,0.431619172,0.782657891,0.867186057,0.864320709,07/11/1998,Oman,8,775552
0.428284854,0.660032725,0.901217811,0.428329041,0.621183352,08/02/2009,Guernsey,3,668944
0.666504505,0.503151899,0.572472131,0.901223395,0.693238285,17/07/2002,Afghanistan,8,882182
0.167142833,0.596724071,0.6356429,0.079415542,0.746770501,09/05/2013,French Southern Territories,7,739270
0.956427672,0.494364453,0.477402415,0.442060476,0.55971927,12/05/2013,Slovakia (Slovak Republic),2,376318
0.462145873,0.765283587,0.51939478,0.921920058,0.636983628,05/02/2024,Sweden,1,252093
0.551960027,0.016460391,0.106691816,0.998583067,0.675568055,05/08/2020,Grenada,7,994020
0.896040648,0.28849538,0.853103903,0.096696596,0.97488832,26/04/2010,United Arab Emirates,1,847192
0.059651866,0.084805509,0.68376896,0.684457934,0.081230258,05/06/2010,Latvia,6,592809
0.39902531,0.239279632,0.415960063,0.642286813,0.15384474,23/05/2023,Mayotte,10,519761
0.979845433,0.63622566,0.915495547,0.856196605,0.558816516,21/12/2006,Italy,10,886888
0.569067524,0.557071435,0.559648639,0.366848226,0.707661863,29/09/2023,Gibraltar,8,521351
0.505356324,0.894826972,0.706195163,0.814058381,0.534415723,15/01/1995,Reunion,7,441135
0.146036022,0.961690113,0.520300751,0.325762714,0.314694775,01/01/2016,Czech Republic,4,354412
0.427878693,0.700553003,0.279065899,0.657662999,0.600692826,31/12/1996,Croatia,1,447966
0.588655738,0.110187953,0.012957891,0.09958529,0.192379846,24/09/1997,Lithuania,1,444019
0.943924432,0.285230215,0.559293474,0.995495607,0.587455143,18/03/2019,Sao Tome and Principe,4,184665
0.313330587,0.190284232,0.92621336,0.464159186,0.357786294,04/05/1999,Mongolia,5,199407
0.868032773,0.675677899,0.043964082,0.559854012,0.822414355,03/12/2009,Panama,7,153457
0.291740494,0.545635522,0.016589172,0.295070479,0.766438202,01/01/2001,Oman,4,722371
0.916249425,0.282921621,0.038729107,0.165411705,0.866906238,18/07/1997,Botswana,10,445895
0.729842837,0.834650811,0.190818271,0.549819614,0.938157485,14/03/2000,Botswana,1,319620
0.705607,0.672072889,0.029367768,0.010302557,0.158178066,26/09/2009,Hungary,10,729830
0.51636842,0.491447328,0.128078506,0.386768222,0.149907387,11/04/2016,Azerbaijan,7,686498
0.382064693,0.670578747,0.687264912,0.416464893,0.729457876,14/06/2004,Sudan,2,299576
0.316364741,0.602565846,0.102123187,0.500135515,0.378511966,18/09/2003,Canada,2,227125
0.318453483,0.484151229,0.843310748,0.487138068,0.208308007,23/04/1998,Sri Lanka,8,334433
0.157281205,0.835757554,0.99497901,0.848569717,0.384687704,26/10/1995,Papua New Guinea,10,110826
0.668093787,0.067226857,0.788779684,0.824533495,0.717784789,15/03/1994,Marshall Islands,10,771568
0.436151849,0.61630697,0.616796459,0.537753881,0.603909037,26/10/2008,Lebanon,10,364096
0.227003222,0.853287867,0.850931815,0.497862128,0.496592752,25/09/2001,Lao People's Democratic Republic,5,676780
0.143265045,0.71448816,0.142741,0.412045001,0.354226098,08/05/2015,Dominica,10,683544
0.363070759,0.759532723,0.638972203,0.480537599,0.575477735,28/08/1995,Singapore,2,742886
0.960413564,0.766838618,0.861705338,0.783663675,0.407611724,01/06/2023,Togo,5,477151
0.885554297,0.470014356,0.329993915,0.525162091,0.687958652,11/08/2010,Afghanistan,8,591961
0.09995678,0.728994663,0.711689371,0.115756702,0.043589301,02/09/1996,Eritrea,6,869725
0.605775936,0.316249053,0.275657478,0.135373039,0.608543198,10/01/2015,New Zealand,3,451053
0.627815492,0.451458593,0.897292777,0.614055956,0.714253803,09/02/2016,Guinea,8,757348
0.123850122,0.624574361,0.91400655,0.963656761,0.99541847,08/02/2022,Guinea,9,858826
0.613518991,0.609055279,0.537552043,0.742064755,0.169985616,27/08/2022,Finland,5,871717
0.839859072,0.81852039,0.483107201,0.56776809,0.624897997,07/03/2018,Martinique,2,957203
0.179875778,0.560193423,0.163516182,0.201145598,0.902533132,29/10/2021,Montserrat,2,462367
0.134295285,0.20606349,0.098233132,0.271515563,0.8815494,21/11/2013,Indonesia,7,787471
0.875684959,0.190941602,0.147992881,0.765503412,0.989649031,20/09/2019,Montserrat,1,649024
0.183875005,0.247505014,0.422756597,0.220943925,0.060628835,12/02/2003,Tunisia,10,449952
0.28361054,0.027804487,0.927612937,0.54139022,0.848549616,30/09/2015,Iraq,2,958287
0.704444166,0.97709819,0.114668987,0.6426516,0.021183862,06/11/2016,Equatorial Guinea,10,491276
0.932086857,0.082907902,0.489250275,0.238383603,0.216240045,10/01/1997,Mozambique,4,131590
0.631764626,0.162378486,0.014745558,0.543716021,0.112392762,29/12/2009,Mauritania,1,850452
0.2788187,0.805371214,0.711808494,0.827730102,0.424998126,02/11/2021,Macao,4,985164
0.867167146,0.587908189,0.220417122,0.766793211,0.044229654,08/01/2010,Singapore,10,779206
0.331548131,0.944837402,0.832243706,0.530401517,0.935145834,05/01/2002,Cocos (Keeling) Islands,5,358441
0.384682834,0.990914523,0.903699604,0.221911242,0.930012098,18/08/2020,Gabon,9,387822
0.817268866,0.856711299,0.000505172,0.134701018,0.749410178,18/03/2004,Nauru,1,922783
0.274642695,0.111060521,0.42732321,0.061371175,0.68369373,30/10/2005,Congo,5,855901
0.094941665,0.692038154,0.870603604,0.704067677,0.926196833,27/01/1998,British Indian Ocean Territory (Chagos Archipelago),2,755108
0.349583508,0.596151305,0.945768684,0.295525369,0.685397033,07/06/2019,Mongolia,9,550048
0.159776641,0.478627807,0.936785669,0.91512773,0.427128075,07/11/2008,Mayotte,6,321349
0.409052969,0.884503323,0.030589421,0.880714731,0.83467655,21/09/2002,Saint Lucia,2,676462
0.85135872,0.55806452,0.728455467,0.156162453,0.473904789,24/05/2014,Spain,3,784228
0.324908261,0.733988609,0.170044508,0.621415897,0.074923106,17/03/2019,Svalbard & Jan Mayen Islands,8,157067
0.992598296,0.363602277,0.615719263,0.619183192,0.175643669,29/01/2014,Swaziland,1,703515
0.390825064,0.134762122,0.562324933,0.902543755,0.510332638,18/04/2017,Korea,3,644750
0.987614758,0.401345724,0.98510568,0.545736325,0.710145174,15/06/2009,Guyana,10,875033
